artist_uri,artist_popularity,artist_followers
spotify:artist:33RHB2uEq3urURGwHRw01o,29,54734
spotify:artist:33RLygRVVK3UShsvflkb5M,27,1728
spotify:artist:33SL5mRjpxKqWvTYTfYWG6,0,4
spotify:artist:33ScadVnbm2X8kkUqOkC6Z,82,9017823
spotify:artist:33Se8kMYeTPkeeM2LnsPF8,43,19058
spotify:artist:33Sm4NabtUgMP33f1SWsDk,11,2558
spotify:artist:33TUJ8TqYQq6PyZEagVN0y,5,115
spotify:artist:33TaagsM1UgR66wzJB8Zdv,39,1374
spotify:artist:33VENhd4NxUxZztcOX7KP2,38,35524
spotify:artist:33VQW0nw5Kp9adUjCqgfvC,2,9
spotify:artist:33VXzEU2e8rDrGanJeEYBr,43,14623
spotify:artist:33Vu3mpcuNfgWB9bknKI2W,45,387
spotify:artist:33W1pnW9zScZtYTnAoWnOT,65,325092
spotify:artist:33W24YuaMUEk85MwRX6cRs,37,32204
spotify:artist:33W9Pu3NHtSlqbaOI6pqXn,49,39579
spotify:artist:33WEbJHirq23bohapH3pI9,42,31034
spotify:artist:33WX23QMvnxE5lBbRG1qyl,21,20813
spotify:artist:33WbKYUz0YIPwtO0HKTJX7,16,2820
spotify:artist:33WgNRXej4nmjEnbGw9deR,19,4434
spotify:artist:33X1P8QyvcOhswkaFv06ss,24,4750
spotify:artist:33X2jfLSVyDevoksJjRZoS,62,26765
spotify:artist:33XY0TDbDWw7dbKycHq4dm,36,577
spotify:artist:33XkS6h90eeK7e6OJHw0mq,49,101083
spotify:artist:33Xw6yp79AoIiDZ7RXp1ZC,4,182
spotify:artist:33YCmNkqNaxaGlCMisYKCd,29,1888
spotify:artist:33YZ8dADtqLFO3Ku60tGVS,44,6966
spotify:artist:33YwE27uFjLjx0lAusgLYE,48,60493
spotify:artist:33ZK4nYxwuvdVW7vmepMYk,37,356
spotify:artist:33ZOI0WTjYkLh5WuwucLhc,41,10311
spotify:artist:33Ztukerf3He8FeKk5acn8,33,28119
spotify:artist:33ay6frFAk5xRMXayOWsil,39,63353
spotify:artist:33bp8SqQpV7SzeYxSj714C,38,12613
spotify:artist:33bzrYoIWLx5uox3y0VtHn,49,186771
spotify:artist:33c0biwtC9I3A7H63cjEda,5,469
spotify:artist:33cAaHZUhonbr48Zc9YzKE,11,65
spotify:artist:33cajGDdkhowQ8hiuEucXM,52,660
spotify:artist:33cjmfhkyHbulkQwkuxe3i,51,2883
spotify:artist:33crDRqANd3NQHJagZkQ7O,59,294509
spotify:artist:33dcvB5ZSg7z2mTenygZuj,50,8417
spotify:artist:33dfAU7lq0ET88plgLPQLB,33,1373
spotify:artist:33dnQjRlbxp0FzvlNpy50B,26,1981
spotify:artist:33dwxPM7czY6r7pQNq3nvQ,21,2750
spotify:artist:33eHnoVi12zOWe8MdqRYsR,32,6713
spotify:artist:33eW3ULEPL4p746042gC8b,22,397
spotify:artist:33eajkHfCdaOqyGX0oGEuF,1,62
spotify:artist:33esp5UFKcRpxcR4Xo0Sne,30,4113
spotify:artist:33euSsALBQFfAp6s5gp5U4,16,7
spotify:artist:33fLZCNTnMDwuCwR7iQttr,18,170
spotify:artist:33hAj1SghVYxDAxZxNDcyc,48,136696
spotify:artist:33hLFARszQC3uxE93PiNeE,49,374
spotify:artist:33hTLTCjEmYAKaLspM8M2N,48,13973
spotify:artist:33hzr9XCtrRycKTfQBkCby,4,285
spotify:artist:33itzdcS4y00FCGR23sleH,36,4692
spotify:artist:33jiNohzxJc4M1GWzRwhwC,31,1596
spotify:artist:33k6kPYIS5TgseAc70LZjy,54,466914
spotify:artist:33kge1mmCkHoYWJ4kJe6BC,25,10060
spotify:artist:33l98p2cihs2nOciAPsuQh,30,11517
spotify:artist:33lYqfASqPDEhD52BAj9Br,32,2493
spotify:artist:33lm6MIpEXiHzv06MUIUBu,34,2900
spotify:artist:33luNNaeHIJ5KfjW56aleZ,47,20152
spotify:artist:33m7gT6eP9unPArdo8wfbr,16,322
spotify:artist:33mF58EgWRWcLJWIddSH7h,50,441
spotify:artist:33me5od0CPHlQtuzgHkF7h,28,276
spotify:artist:33n8Oo5k1zPw2yQ5CkJPSc,37,42
spotify:artist:33nBmWfW7J3vL487uRL8Cz,31,4815
spotify:artist:33nGdwPVGbU7cFuIh9OnTu,33,15679
spotify:artist:33nZie2hFLgUG9gUfjTRoq,27,51771
spotify:artist:33nwA09TKiO0nWmUrI3E1I,39,10300
spotify:artist:33o00sXuyWiApOFzo0vr0z,47,144165
spotify:artist:33oGwiMtijTES49M0gJAEG,20,1552
spotify:artist:33oJkYL6RcDbaI9fe6Y4pb,0,27
spotify:artist:33oSw26X0a6AZy2eeC6tKz,21,24
spotify:artist:33ogCwkYhG2zUzynyFzKGw,24,643
spotify:artist:33pBm2dVDLbLTWev4kL7Dg,19,161
spotify:artist:33pDu7ynx5VIGn7wtGI5JM,5,5
spotify:artist:33pGur6mE7Ts5581RFKYCD,1,185
spotify:artist:33pxNrBzoYvOQYcXlCJ1GG,27,2240
spotify:artist:33pxtA75KwTyKhPFaYp62j,32,2078
spotify:artist:33pz0S8YS6zG4bTaGxjs4r,32,5815
spotify:artist:33q6asYL0DCzbo5FtBzXfD,28,1437
spotify:artist:33qOK5uJ8AR2xuQQAhHump,66,623745
spotify:artist:33qUIIydEBgWpe58IA0o61,41,85114
spotify:artist:33qVw2pK7R3Io2tMPNOIf0,21,7387
spotify:artist:33qje3nPM5TBq2aBFny5IT,45,36057
spotify:artist:33r1QgY7eFtEpYVkYUlHku,24,7286
spotify:artist:33rjua7RFjy9GwqKWnbnGJ,29,12575
spotify:artist:33rrVid3wWKoyKK0lklRPU,48,1026
spotify:artist:33saQZHi434TBuDAXbyU2W,48,61385
spotify:artist:33swwbOrC7iMmPF3TXGLNi,28,1867
spotify:artist:33szNKNcVX8x0jl8X7hxHL,45,65044
spotify:artist:33t28I8epQR7UNrJXLgowa,21,131
spotify:artist:33t6iueXWtstQC1Q0RdojN,36,506
spotify:artist:33tFkBLsl6f8TjKkV0uF0C,69,1266931
spotify:artist:33tSPgqoMQLTTJBn7LLLul,37,6689
spotify:artist:33tSouSc5BsuyHaJgXXbO0,35,5473
spotify:artist:33to6KTd9V70Q7kpHkhEvH,4,28
spotify:artist:33u8WaNzmdLQG1r124kz1Z,35,859
spotify:artist:33v5Y9NJJazybB0Ex9Hfnk,43,219
spotify:artist:33vrw08zWB0fcGP8sGFWCo,24,465
spotify:artist:33wbkdcxtduHKY53LnI1Hf,43,142356
spotify:artist:33xEE8UWA6WNNAev0Ctn6Y,38,21255
spotify:artist:33ye3zknuDPOd9e8qeMM7E,1,0
spotify:artist:33yje3hgpNfdXpqdJQcrt9,46,92208
spotify:artist:33yjk1kQbu7otNngO5pQb8,68,32158
spotify:artist:33zCrvj9MtCClVWQ49hZFi,21,16
spotify:artist:33zqILedolFKP2PPiTgroc,27,3761
spotify:artist:340ZBWi8L5lldZGTHqQfm7,35,689
spotify:artist:341CfLcUdaBGixB8IJjYwW,58,1015235
spotify:artist:341l7UQIOnDqlmKQD79Y93,9,231
spotify:artist:341ntJveJBpKhKj316dttw,39,11267
spotify:artist:341r9Sc1K7ewkwqO7dAuXE,20,7025
spotify:artist:342GicfLWQXXutLBFWwJaa,1,2185
spotify:artist:342KESwoCcCZmUyfKgrUcv,26,13
spotify:artist:342cJoM4xzPrRfLb8fYkuh,42,11258
spotify:artist:342eDFVyRz2U8v4Div5ueZ,22,327
spotify:artist:342g3V6gQpQjgeuaw8OVMt,11,809
spotify:artist:342loa2Mf6nH2pUf1JVQMq,0,967
spotify:artist:3430DAvfCHjGpV7A7R7NeJ,11,156
spotify:artist:343YYaA5MSjiZZ5cGyTr4u,54,563044
spotify:artist:343xgiGnBTnEyNmf0N6aeh,35,31
spotify:artist:3441uYrkzgTWwjXLd13R0U,66,942425
spotify:artist:3444S3C4U9Ts86BnCtSPRV,52,18063
spotify:artist:34482S5nfxR441wcnVfrHi,50,135718
spotify:artist:344eUtkVN3DoVFpNcyBzvv,39,25483
spotify:artist:34508dX6EdFdskeHYJdnF1,29,5711
spotify:artist:345D7I2CuaqxHTTwD4wlBx,36,246
spotify:artist:345RK4QKP4CacjdixW5TM4,0,69
spotify:artist:347L2UElnhajTQ6UNGnN34,28,528
spotify:artist:349Y2AaURre456I0bt60lq,11,623
spotify:artist:349hh58ifBkYOyP0TKsGU3,13,41
spotify:artist:34A8vV1MCxGpA14KspqQuC,51,195898
spotify:artist:34ABTloDcLIblFcNvro2S0,34,72
spotify:artist:34ABXKUj0gzq7R8vXjCaNj,54,154898
spotify:artist:34BHw3ZxeQsZ2yYxoummp7,29,14698
spotify:artist:34Bm9d5DAJjSnaI02BCjdA,34,130582
spotify:artist:34BnNmWVguXa3CigvfHJHS,58,152353
spotify:artist:34BsYkwksRwsEikxJWx106,22,3984
spotify:artist:34BtDFBO8XbZBhMwRUE6Sl,26,9973
spotify:artist:34BxydOwip13lonyGJVCN5,5,352
spotify:artist:34C7mFxOBFOS9pnWBaK54D,37,6916
spotify:artist:34ClKdvueNoVT0wkSLgueU,34,9350
spotify:artist:34ConzGoIGFcNcdGC5Mkdu,2,228
spotify:artist:34CxvvFVhtzLGyOE5pNICp,29,1472
spotify:artist:34Dax4BzzztDBGblPWsUJ2,36,8310
spotify:artist:34Dk2YNEZKcrTrUd6GIjFt,6,187
spotify:artist:34E3csCxpXunPGEkOVVX2g,54,110456
spotify:artist:34EP7KEpOjXcM2TCat1ISk,70,2679966
spotify:artist:34FL0Ro6Um5SVM7mRT3v37,23,1993
spotify:artist:34FwLw9ZAQCX4Hl8EB9bcx,21,580
spotify:artist:34G31kGbSQmemVlI0G784o,38,30306
spotify:artist:34GCwt10cx3SKWmWbTgUC2,39,185
spotify:artist:34GSTDMJq8E2aqyV2b7G7z,9,305
spotify:artist:34Gw52pP6ExWNrH6U6fpeO,42,103457
spotify:artist:34HXPUWtAd2l6stsfv9lEd,0,1165
spotify:artist:34HgJ6GAHZYGuJK3FqWB9I,21,3204
spotify:artist:34ILrH8OV6fXpG611vxEMr,41,14668
spotify:artist:34IdTgwUmZY7V5J44aFSzR,45,387
spotify:artist:34Il5iurwAMrpEHqVpbYDX,34,2220
spotify:artist:34J5kKR5szbJ5fGK7f8HCU,39,22219
spotify:artist:34J7mIMU9nyg5px9m3ur88,41,26871
spotify:artist:34JrELkAIMQcrtVqaA2WQl,31,951
spotify:artist:34K0yPPiqQ3b4fxBATmNGK,37,49
spotify:artist:34KMxwDAHIvM7Kwt1PcClb,41,4938
spotify:artist:34Ky5XufX81eJrO9vYjbXQ,21,427
spotify:artist:34LPrj2jJHyeenP4sURa7N,28,1072
spotify:artist:34Lag5FaTGZTgaiz89Qo9B,25,1389
spotify:artist:34LdbFt5sVXKTJOzf1iExQ,46,68220
spotify:artist:34LetYSjEuG2fBb4Z8PwPg,70,431061
spotify:artist:34MK0bzFb12zkGF9ILYFQG,29,17352
spotify:artist:34MSwSLRID464bAqEzGrFj,40,970
spotify:artist:34MYamymtmnsmpwbqydd7I,52,39139
spotify:artist:34MahLIm8pp6LsZSQhwxLz,4,94
spotify:artist:34MeWXsaYc0YF8YkKliSk0,14,13125
spotify:artist:34Mreq5fPf8HWbVhNFTJIF,10,663
spotify:artist:34O50Wu6XLsShNKbJiNi9d,43,136
spotify:artist:34OB6veglJfOx8CzSsu0XY,34,28582
spotify:artist:34OLInsXImlQpjzmQw9Wd3,55,345753
spotify:artist:34OMadP955CwymrTGJUbsw,21,11666
spotify:artist:34OTRVwyaE8DkOrGMQa7Ah,45,15892
spotify:artist:34Oqk2vEa6e9cLFiZHlxO0,7,528
spotify:artist:34P1IGH1mIqdaVkfRuTebV,44,41065
spotify:artist:34PLzyi7CdXUekiLHYyqXq,55,208619
spotify:artist:34PbvrclYsNyDya3Obsz3D,6,108
spotify:artist:34PrAKI1e5DOYwwvlAIwBR,20,1737
spotify:artist:34PyHmCLNSwQGSH2AahyVN,40,25307
spotify:artist:34QbYbTlUCLkZsQ8QmacV9,46,149227
spotify:artist:34QizBjxVeMcA5HlZpKxxE,41,2826
spotify:artist:34R6DQd8ErBy1xyOyMHFrq,51,3030
spotify:artist:34RGl0uVjzk6plsyUDTssq,42,7797
spotify:artist:34RItCVQzmibKPXhfzcelz,9,495
spotify:artist:34RJ22fUGT9qETouHsWDXH,36,25280
spotify:artist:34Ri1nJORbduGK8LLHz61Y,29,8714
spotify:artist:34SKCchNLFzBWclGa6l6tQ,36,16414
spotify:artist:34ScNK2ccDxZim8TVcqWXT,38,2097
spotify:artist:34SdGqRJp011giG0Xy7Rk6,18,6374
spotify:artist:34StgKtrMLkfNlz7tXBNR1,34,759
spotify:artist:34UhPkLbtFKRq3nmfFgejG,51,543465
spotify:artist:34VjmhQP0q93vBQ8eganjB,46,16570
spotify:artist:34W6qZZvCGp7bNpv7jx6RF,4,674
spotify:artist:34W7ZCX0LZeJd8q6boKGOk,55,87166
spotify:artist:34WY28NColBYovxxFwafVW,25,162
spotify:artist:34XOIFTcNr5KJbhUaXDZIf,1,171
spotify:artist:34Xay0uKsALHCrn5LkrYeh,45,53300
spotify:artist:34XlPCFfB4vT7P1ekWq9Jc,50,160758
spotify:artist:34Y0ldeyUv7jBvukWOGASO,60,1422063
spotify:artist:34YRIXmO3swb39eWgRCZXt,36,134218
spotify:artist:34Z7sc3SGRMg5OP4PxjrUg,30,4245
spotify:artist:34ZMg5ojlqNAPlWyeYxqcu,23,7371
spotify:artist:34ZgtjHC9aNCr5ZTUs7bzx,54,239741
spotify:artist:34Zt4C6Z2S3i6VLuc1ErV1,15,284
spotify:artist:34b7j3TqM5ramjmt2mc8tB,76,85026
spotify:artist:34bhyY8jfKez7uKakMfy4y,65,1046055
spotify:artist:34bsUBJpRrFZQRZ15hYqMV,30,1571
spotify:artist:34byivaRKITJU1NfWWStSh,26,3048
spotify:artist:34c4iQ5tkaZKu6Sv28BTde,61,816415
spotify:artist:34cO9ZE1CDN4O7bmpjIJs8,12,2672
spotify:artist:34cmkmenfIENYf0W3R2wBL,1,1385
spotify:artist:34dP7aH5DomlGUPArhkh0B,22,359
spotify:artist:34dZRjYum6vVBGslgYaBtB,63,12038
spotify:artist:34dfHqxGTjPV0tY4sHfHxu,31,4647
spotify:artist:34eavfJpWV3DnvwqOmml18,43,97343
spotify:artist:34ejTUpXgcgk63yNgmOspG,34,4426
spotify:artist:34flfqL3zrdz6P2QYe7pN9,20,38
spotify:artist:34g0SuVnC8oefEeUlmYXBT,22,468
spotify:artist:34g62L30M3V84YZbFLUvZ5,7,305
spotify:artist:34gLQ2a6DnL5p05vSsoP8G,2,289
spotify:artist:34gLicNdz493863yZTanvC,44,107295
spotify:artist:34gPHGwf8jTA2gqoskjZPE,19,1263
spotify:artist:34gsS5srfZEkRrwauF4Czj,3,505
spotify:artist:34h9IfZxbMkV7wjy4oJC84,15,742
spotify:artist:34hmgPKKRJX6fvkosRxDO7,46,29202
spotify:artist:34hwBP1esafQoCVtLz7F6K,38,55451
spotify:artist:34jZDyPFvvXhL4YeBICAiV,30,24210
spotify:artist:34jw2BbxjoYalTp8cJFCPv,68,2240213
spotify:artist:34kXRWvKOgEAJZ09LCccNB,19,2408
spotify:artist:34lEZF8ruBmrfX93YZCE9P,29,35033
spotify:artist:34lIancN28qj7jD4JxYOdE,52,716
spotify:artist:34lmn2zZZ9lkzz9or7w0zd,0,11
spotify:artist:34me8hAxavRmcDIwhxa3b7,62,32635
spotify:artist:34mu675oQQ5ZNuK1soZrIn,41,21859
spotify:artist:34n0U984B6O0fuTCqJcXhQ,21,72
spotify:artist:34nbQa7Hug9DYkRJpfKNFv,71,3458011
spotify:artist:34nc2uyRZHzJG5TiFK4QFL,38,1441
spotify:artist:34nom4Ft3keMWBZPAUB3EI,35,701
spotify:artist:34npnHx3CSOPsmeshdfqQY,44,81
spotify:artist:34oS6XgB17t0Gm7623KXLh,40,25783
spotify:artist:34ogXgGcq0P9njF9n4aVhy,17,2266
spotify:artist:34pvyfiQxJrxI0fnD2w1hw,17,53
spotify:artist:34qU0b0yRjEzRJtknerEDS,47,167755
spotify:artist:34qyuX5yO72yzL8Z4JclBc,63,19303
spotify:artist:34sL9HIOU50t8u0IQMZeze,43,33283
spotify:artist:34sQ4BJAwfwQsn9OgJtIzj,33,16538
spotify:artist:34t8NzW6ejPqJ3GFGdKCwM,1,156
spotify:artist:34tXHp7QVnhFHxvc5kPIdT,25,3867
spotify:artist:34u8ESFCOb3ZxrYS1biD2O,10,734
spotify:artist:34utayk0DUNl1YblAHEAQm,28,18280
spotify:artist:34uth6SLb5I9CKoCBMqDPS,24,2234
spotify:artist:34v5MVKeQnIo0CWYMbbrPf,69,698396
spotify:artist:34vEpj4qI07ROyQSkw41II,38,8814
spotify:artist:34vKz2ZsiJJiB2W1YMHtCG,29,2536
spotify:artist:34vLhockmYhf3LgznwyNaQ,49,175573
spotify:artist:34vOyXYbdhtzvcIWTBQkEl,19,1368
spotify:artist:34vVovzzJV9XGnJQgpRiL5,10,169
spotify:artist:34wHoLv6gBNnAJSjAzuLGA,27,5874
spotify:artist:34wMbne9splvx8nXm098TD,8,2075
spotify:artist:34xATAwzYFSdAXXJrvlVdb,21,2418
spotify:artist:34xAiSyQG6nlH0eZNLjbLW,44,40305
spotify:artist:34xHYsUFQlep5vsB3iWc3r,26,538
spotify:artist:34yZRw8eqgC88qyIIDElem,27,736
spotify:artist:34yomBcGaqQe2UaGA4n0g0,12,336
spotify:artist:34yqdYEAkk7cP5nq1QwKvf,26,363
spotify:artist:34zbMuAgXxsgqnGXSxWvCR,49,27314
spotify:artist:350ooeOww0yibJJaAJk93R,18,625
spotify:artist:351Hih4h7tES8auougNnQd,5,442
spotify:artist:351UfDLBIXkraadF2BzlkC,1,212
spotify:artist:351VwkrQ5FuYqa7YsDfSpU,33,32515
spotify:artist:351x2S7CduShTNvtzgkMl7,49,155094
spotify:artist:3529GYO1g0hKTb9bSm1bfN,1,81
spotify:artist:352PojxBglNK0F7TBbCWJm,43,42477
spotify:artist:352VD5fhV8xzAFcmO7lMwg,55,5500
spotify:artist:352auYzmQ8KYsRjM2bFD8U,33,11475
spotify:artist:352uU24PUp3B7UXHe3Q4JU,26,100
spotify:artist:3530GQmL0oxC219Lphkr1h,5,68
spotify:artist:3537Phr9t8GWkY2GtxDpnt,34,218339
spotify:artist:353EbCGpBHIyVTPMgttcSy,42,378
spotify:artist:353EbTX2oJgLRO9WJy4kGS,0,9
spotify:artist:353KPo8gVAfcZfwF7BPZDy,51,112378
spotify:artist:3544ImlskUwZqWJTmqWUsa,46,171950
spotify:artist:355SqtHY4qKt2wIXrWku0c,46,97944
spotify:artist:355cfiXBdAFLcLr2ZVWtUz,19,2123
spotify:artist:355ri5bzRz85zOK6injNyn,23,4108
spotify:artist:3560FDhIsM3cOYJufizogC,36,199
spotify:artist:3564y3B882wmolbLQVDVzZ,37,128
spotify:artist:356FCJoyYWyzONni54Dgrv,47,75552
spotify:artist:356c8AN5YWKvz86B4Sb1yf,56,394716
spotify:artist:356puk5By7WbXAFFZ8Uelf,33,9219
spotify:artist:357DGRxDhV3glUHidatin4,10,281
spotify:artist:357dDcxIE2hkKGn03PClIF,55,53497
spotify:artist:357zlob382zxr8TXJvS05R,11,398
spotify:artist:3583URsjwdBL39M6t9Y3TM,47,38014
spotify:artist:358LJXUfbOpn3nwVTnGs5u,21,119
spotify:artist:359GzoMEPYlm349fhv6YHo,28,3185
spotify:artist:359LKbZWLk6u3IpyNE2CQG,48,72100
spotify:artist:359SBOCZAYCdPxLmcOdwPa,1,155
spotify:artist:359shARYhqeEGrmwgOEOLS,38,5091
spotify:artist:35A2w8NQDT3VuQlBNVSfyw,26,6235
spotify:artist:35AQ5hrVSijxYArSXRJOaA,35,8
spotify:artist:35B6bq5keTR1PYEahq1TAF,58,176869
spotify:artist:35BZTN0AghGfZcIwNPeO2s,31,1277
spotify:artist:35BzIKORHWCl4eAmQGTbEg,25,2058
spotify:artist:35C0NSLogAwImm8HAMqEmG,45,156209
spotify:artist:35CFI6iSFTyM0scQKBu8eE,46,24073
spotify:artist:35CbcTQSprsyapTfdPxEIf,19,7775
spotify:artist:35ClM9mD81Evb2EIuYq5en,38,15588
spotify:artist:35CsFzAi3BR19Ar1wRlPb6,44,4176
spotify:artist:35D2tnLrn3Vc57UldYy2Ll,7,267
spotify:artist:35D8tJ4FAP4O0dUtCHGjCY,37,68996
spotify:artist:35D9iOHhBCHYMscCfbG2vk,32,12
spotify:artist:35EH6RMaKg1zLs9uLYQFsb,27,5016
spotify:artist:35GL8Cu2GKTcHzKGi75xl5,59,1731207
spotify:artist:35GnvuzGSoFFZFSMY6L34z,3,1423
spotify:artist:35HKcY4o7vVi5rzJ0gPxis,29,90
spotify:artist:35HMF6Y8dSzNfeJs3X65fw,63,16156
spotify:artist:35HoDSeQMKnwC1f4sng0eK,35,8708
spotify:artist:35IHRUK5Kx426lQ2KeIB0o,26,9703
spotify:artist:35JKNvUq0psVOfTM7f9vrh,16,2170
spotify:artist:35JSodVP23zym4YnnJgFuh,0,0
spotify:artist:35KCjuQFGZ3dPE0J3mo0AK,11,623
spotify:artist:35LFinrdGC5ygHicx8yK3R,1,201
spotify:artist:35LHBAGBPffiML9bCilLJU,25,2265
spotify:artist:35LocEP0NXBVe8GwWZoe5w,37,393
spotify:artist:35MHzOg6Vo7ipfRTWIXeCk,20,341
spotify:artist:35NnUEPKGspM23lTZvK3cb,45,18934
spotify:artist:35OEkYqpkHK4ZWBktloFnE,27,4979
spotify:artist:35OHoy0DGJRqpfmYvByDBc,47,13148
spotify:artist:35Of0m0cvpLYrmQ6qd5ocp,53,63721
spotify:artist:35OhI7DSls022v9Bz9r0VZ,40,57736
spotify:artist:35P36DZtjEMEP2KOO9759M,52,4696
spotify:artist:35PxkKPjfEbmg5gSethiJG,21,604
spotify:artist:35QNxIS3w7AC2R2vrAlrhT,22,3294
spotify:artist:35QSympF887CO8h5eZHme2,47,1034
spotify:artist:35Qsb23bqJr3tzyA7GICWT,35,644
spotify:artist:35R1B97CfrqKFFI3QBkTDx,67,269873
spotify:artist:35RPYh0081BRTGtDmoilBE,10,0
spotify:artist:35RvGPQ1OxbEZknWyiaAcs,59,88434
spotify:artist:35S20clEkkSNUo23ViaslZ,43,25627
spotify:artist:35SNnBQdgAu11JxXMJAKa6,50,672
spotify:artist:35SkZMI5CPiCude4FW45O9,29,5443
spotify:artist:35TDhYg0kkdE0sdnk2L35k,19,449
spotify:artist:35TMXssZeR49Tzgvx1yUn7,0,40
spotify:artist:35U9lQaRWSQISxQAB94Meo,69,1556601
spotify:artist:35Uu85Pq33mK8x1jYqsHY2,56,1005776
spotify:artist:35V1WomiedCJeGfupcPm7s,70,190818
spotify:artist:35V85QUB0dxx7I4Q6AAc5w,40,30664
spotify:artist:35VpsbV6V2NdfTeNZEbKfc,49,29080
spotify:artist:35WNKmm0ejk9fSOWmw4k8G,21,903
spotify:artist:35WVTyRnKAoaGExqgktVyb,76,257848
spotify:artist:35WZpX1M97DyGPXGrBgnCd,26,292
spotify:artist:35WaRsrLTXoHhL5b9uI3Mq,48,115563
spotify:artist:35XxjWLe2q44WiwdVpfiQe,36,115
spotify:artist:35Y7WdrKm5TItu5yHOJ69U,14,3963
spotify:artist:35YNL4wwv11ZkmeWWL51y7,47,222802
spotify:artist:35YraPJ6C7qGJee68nefto,0,10
spotify:artist:35aFIV88KvbyRlxuLI2D4e,2,44
spotify:artist:35bmew2yZ5U3W3Kua04XKt,1,85
spotify:artist:35bvbFIyBxIh8wXa2eZgFI,39,7532
spotify:artist:35c3E0sZRylpKozlrpO45M,2,94
spotify:artist:35cJT1IMCFHLeKiPcSpequ,39,9126
spotify:artist:35cfF1k6EkenA6CvqrhneD,29,36
spotify:artist:35dP7ddpwy7mkanF1WnM2g,46,9932
spotify:artist:35dWPb7Tmq0WESp6KAUJ8w,63,1334256
spotify:artist:35dxfY1wywqVRUEaVuMm13,58,51282
spotify:artist:35e8KBCmnWNWS2xvb8ypgf,27,1674
spotify:artist:35e9lLLCAkexOFe3m0pK0W,39,5805
spotify:artist:35f1aA91g6ADEG6S5jXFpy,11,667
spotify:artist:35fFUv2850L9CQjjNrLBpb,49,259798
spotify:artist:35hWST2f8cTTFbGzQZzGTZ,51,28666
spotify:artist:35hWXzGwF4IR8nRicL7jey,50,153712
spotify:artist:35hdnctklAphlKzgR8aHpq,30,4356
spotify:artist:35iSOIp9lJrknEg1OYesZR,15,6
spotify:artist:35iYFweKkHPhUK7SDI6K1b,14,544
spotify:artist:35iymrFS4VnsKn35ebHKX9,54,55028
spotify:artist:35j9UeFevD5ajbybRznTPx,16,108
spotify:artist:35jmO5o3AhUV70kiR7u4Nw,48,361418
spotify:artist:35k2toFgs8gru6GMPChzo6,34,4584
spotify:artist:35kA48fjFobl8mvwr6wIJ0,31,28479
spotify:artist:35kJKnLKLAJoqYZGarRxdf,0,12
spotify:artist:35kdbaWQLDJudwBytHuiyW,36,32
spotify:artist:35kmc06K5kO5kruT5qrWzR,44,10497
spotify:artist:35l9BRT7MXmM8bv2WDQiyB,77,1883261
spotify:artist:35ln8Cz1FUAvgOkX1pgLY7,27,455
spotify:artist:35mDUnsSVfkJpgjIXHsPC5,37,38407
spotify:artist:35mfMqen06OnshOUOTrgNN,1,11
spotify:artist:35nUzvEFgf2TzqnRdIMYjg,34,11858
spotify:artist:35nWpi7f2lyf1tpVm9PdI9,14,24
spotify:artist:35o58Gfmj3W9t641sufYep,16,3277
spotify:artist:35oG3mYnkDLWzjwFOE7dPA,28,1132
spotify:artist:35oGZihZclGoTVuICPXRP9,76,198343
spotify:artist:35oHGxQhAMaExrcS9CPYOK,17,1639
spotify:artist:35p6RmPblNMu26v3dFTTii,25,145
spotify:artist:35p89koMONEWydy9cbaWzm,36,1602
spotify:artist:35pKZ36ma78w8aE467fRO9,52,6018
spotify:artist:35pV6EUbherudlvAftoueR,41,30570
spotify:artist:35pZsti1RSA5Zv98jAm8kX,58,9453
spotify:artist:35qLVQ5G13Moug3HQcf90C,33,586
spotify:artist:35qf2lYforklQasGTtc3Uw,30,9645
spotify:artist:35rFgnhlSSYflP4HpC3JM0,38,89615
spotify:artist:35rPDAvcHOnhrMVmqhQ6BM,39,6265
spotify:artist:35rYHFdZ6VNkvNH09rjLC8,0,34
spotify:artist:35reHhiulNPEmvf8rEEZAB,0,16
spotify:artist:35rhhznRPZslF98hw6EaMb,29,5894
spotify:artist:35sCXuy5gN6Or69rZ9vqBs,63,1202036
spotify:artist:35sNBSDKNjR3QQuIDwm9Dk,24,1883
spotify:artist:35tWzCzjzv7skImbSeb2hc,33,4549
spotify:artist:35tqXRd3TmQyGqnepe6q9Z,43,7551
spotify:artist:35u0NjxpF2fHNkacQvZY1x,13,2004
spotify:artist:35u7IJtWV54pDW6JiIRwuP,32,263
spotify:artist:35uGzWTMAygjLCEaPybvaz,17,454
spotify:artist:35uUU9SBcjzOFFDPomU6X7,28,7865
spotify:artist:35ufIa5SJNtsQMIKrQeYfN,45,49134
spotify:artist:35vEDafV45d7QN0D5rRwYV,22,2209
spotify:artist:35vjmhmFFVoYLg4gPJBvEV,44,2146
spotify:artist:35vmkZ0LneaRkK2GWe8e7h,21,3516
spotify:artist:35wGAsFMzZobSFNyHnrL0F,30,1813
spotify:artist:35wkX6HAVNXCsDF79SnoGc,26,4397
spotify:artist:35wl6gVa66JYBP8FejyJ82,28,153
spotify:artist:35wnAzEDgQfr8li13ollkQ,0,168
spotify:artist:35xU0ZNZXKVtQGEmEuXRMm,2,68
spotify:artist:35xpkDRoznKCO6bAK4X2tH,30,73
spotify:artist:35y7CZMg7jbG8Q96JY7dyC,54,199393
spotify:artist:35z0yyMSEUvvtBku2qD0h2,1,55
