artist_uri,artist_popularity,artist_followers
spotify:artist:0Ty4IlR2mjFlt3dBdvlHlI,23,505
spotify:artist:0Ty63ceoRnnJKVEYP0VQpk,72,2907955
spotify:artist:0TyFKV9Tlx4eibaotGxHPS,22,9328
spotify:artist:0TyQwaDsHka5C9u7vV9YG7,37,24502
spotify:artist:0TyoYqD4NUQuF4Rv76MCdu,39,18323
spotify:artist:0TytASn0kOZkCpjYTrXsBt,48,81061
spotify:artist:0TzMK687XQf4EwLFYvpDLz,56,67733
spotify:artist:0Tze8Gw1ML0ApNSPytouXg,38,12247
spotify:artist:0TzeMeqQbpsxoYX1exFx2X,0,23
spotify:artist:0TzkULUsbQERyIc1LUiqQY,38,48220
spotify:artist:0TzylWxFxaqGRMYGXu9w3x,10,1178
spotify:artist:0U04xAocTetRnA7v3TYQ2i,34,17195
spotify:artist:0U0AudnwTfpGIScFlvgaXC,1,10
spotify:artist:0U0IGRGTM3Gkr0zfKi0rfV,12,339
spotify:artist:0U0Vlp1HGGUpeXgiqoLwf6,38,9672
spotify:artist:0U0pUhmntI6hEFvdro8a6Q,12,121
spotify:artist:0U17MNm6v4NSGjWdTuCvfn,23,691
spotify:artist:0U1LLEEwKQ4c1CwxiAuE6R,0,112
spotify:artist:0U1vPNbcJ2OJIcqFmhf3dy,37,2182
spotify:artist:0U1xtc0gukCZNjTf9mY5a1,26,1683
spotify:artist:0U2F4Sm8Rw4ZOkGBCgYNlL,58,8733
spotify:artist:0U2M5hyVn2T78XKlRHJFcn,48,40748
spotify:artist:0U2mUJuJkthantMGmsJygP,39,149526
spotify:artist:0U2pSb3ts7bhZvsEUrX5ML,2,123
spotify:artist:0U3VVYAAivfifX8Dul3vO1,51,18166
spotify:artist:0U3Yu6Px35eYLuP5RkFVdL,25,12302
spotify:artist:0U3b0BjITtQHwjwBVtiGcO,68,28019
spotify:artist:0U3m36qrUhgno4GCNqhzfK,17,4655
spotify:artist:0U3nnn0hiwIk7rzopAio6H,22,988
spotify:artist:0U4CYkG0Aggl62zvIJXHJL,29,3022
spotify:artist:0U4UrgHYuU5CiuJoMZf4fl,45,55755
spotify:artist:0U5RYP2HMdGv2GhicLhkOI,70,1165830
spotify:artist:0U5hMSpWpwMhB4VFnbfGFO,47,85450
spotify:artist:0U6Adu2ODsqB9urN7BslVo,55,6583
spotify:artist:0U6suWTdf1eQtxorBi2Chu,38,1480
spotify:artist:0U74yZwVtNhcFAi165lsqR,0,19872
spotify:artist:0U76qHnOeDlShHkjDhpwIN,22,1390
spotify:artist:0U7iI0Dk4Ojvi17nZboNO4,74,563675
spotify:artist:0U7ti3mwGrBNlKNE4YlbfT,66,157602
spotify:artist:0U8NYuumNlHvaXwMAvu87K,33,763
spotify:artist:0U8dIwzBn17JkhYxmznp6T,59,10729
spotify:artist:0U8rq1DeTRYsLCHFm8aB0W,5,1906
spotify:artist:0U9Fse06C4EXQBXBWJKpoA,33,61687
spotify:artist:0U9HHUbYkMfs2jcuhFTdlo,15,378
spotify:artist:0U9UOUZ2iSmDR1tBe7F7tt,59,1470
spotify:artist:0U9bZHBbrFVL4T4NShSvdc,23,11814
spotify:artist:0U9dywhQ4PRbBn82jXGy15,8,164
spotify:artist:0UA8hTkSceRZFhndWxPt5I,1,117
spotify:artist:0UARFNqkG0EVLtLlUMyM41,40,10299
spotify:artist:0UARksVKrwd1Gwdeq3Mes1,36,26965
spotify:artist:0UAfgrYSLcjHNocndTNjhH,66,32750
spotify:artist:0UAiHanBWs5vRM1tSPf2RJ,52,54104
spotify:artist:0UB7tnXqRLUWF9dyktuA6e,18,7495
spotify:artist:0UBB7UD8Lvt7UesGnXDRpy,36,4088
spotify:artist:0UBIK7mjIJeYZ5qy6fUPG2,30,18303
spotify:artist:0UBf3C5SmZIFSfsIfsfzWH,18,3049
spotify:artist:0UBxZu0jeXkgbbLzxFt91y,35,12932
spotify:artist:0UCLbPGOhtnYf29U7qbfLf,44,33968
spotify:artist:0UCxgt8nLgly2693fUrDbz,39,224
spotify:artist:0UDN8FPWVrZoMQ7mQB3bS8,47,7598
spotify:artist:0UDt4k4FaJ2NAyK7O1Pp1I,7,416
spotify:artist:0UEBq4qGyTm8gRy4Ue2fmp,5,36
spotify:artist:0UEC7MEzzFyD4qT4rY6ByA,11,223
spotify:artist:0UEP2XBR9aC5NBKcAKnBIq,59,1535940
spotify:artist:0UF7XLthtbSF2Eur7559oV,61,828070
spotify:artist:0UFMDihal5NxeE9xM8jsHz,39,1309
spotify:artist:0UFONazWMWbXd0Nlo2qEB1,1,320
spotify:artist:0UFz5jBFwlNKaq1JwESYnX,30,1748
spotify:artist:0UG5sCzTJoQXp7RvjoypkI,37,1206
spotify:artist:0UGSKGxAJfltNONQ4AtETL,52,4152
spotify:artist:0UGnkpuNYNoFQ8Ou4GN8jf,3,328
spotify:artist:0UGvFl1tJ49Co99gaXZH9Z,31,62344
spotify:artist:0UH4eoqwQgADwRoaKtEKc1,59,542373
spotify:artist:0UHPWt6NzWRwdvAwd9tEPS,12,122
spotify:artist:0UI6s6uva6Ozm7VlICnFmc,24,21478
spotify:artist:0UIFk9rZStMSw1dx7MKBXD,40,44
spotify:artist:0UJIXRJM3aeF9Snq2eArAa,15,913
spotify:artist:0UJPUsySNP9wCPV3vdNo9k,0,3360
spotify:artist:0UJQXkmx6GjqUxugf7zzkR,33,19348
spotify:artist:0UK0iefjYjY0ggoqK1Ifos,12,93
spotify:artist:0UK6JkgUMa28b4t8eCtg6P,45,133328
spotify:artist:0UKHKimjIGeFoS29LxWf4V,41,19932
spotify:artist:0UKfenbZb15sqhfPC6zbt3,55,495590
spotify:artist:0UKwof7pq8Tz02TEnvcWJE,35,361
spotify:artist:0UL9tXzA99j8C9T5G1AMVD,5,97
spotify:artist:0ULEmCfIKnFCdZfZsTmxG5,29,1362
spotify:artist:0ULb7VGZiVLrXMZYm1b0lH,23,426
spotify:artist:0ULdhIbhpUx97klXlmINML,25,7012
spotify:artist:0UMJlMGr85C0C5D7wmB0Ik,46,79637
spotify:artist:0UMMEX2H03BK9oleRvjHos,28,2223
spotify:artist:0UN8vGMxWEBKNNu8NtyF96,41,29321
spotify:artist:0UNAFOShoComAV8MzAxzGU,12,4684
spotify:artist:0UNH738aPkyYpDpcXO5ga5,29,53
spotify:artist:0UNcm1eTUkAHd5EJZosklT,39,13836
spotify:artist:0UNhcjtUIMb5u5v6niKshW,18,765
spotify:artist:0UO2eme5GrM4O3neniq7Ql,31,1249
spotify:artist:0UOSIKhi6uZP7SVEJKYRMo,59,677237
spotify:artist:0UOrkpzPED604dKzxgfJqg,57,215213
spotify:artist:0UQ0RWEEfYZYDzbACuhIhM,47,5413
spotify:artist:0UQ4GNYCjbteAhUL3Z7i4h,24,1541
spotify:artist:0UQaaL0eNaAMwnmcceqFj1,37,226
spotify:artist:0UQd5k2juvaqTgn03WHoyN,3,352
spotify:artist:0UR8v6ibhNS162hr1f7VVQ,21,1834
spotify:artist:0US6t3wOzabccOupxTHl2S,41,81666
spotify:artist:0USQSh5pIBnQtfQ0eZ4X73,7,349
spotify:artist:0USR2QFOObXNb4xQxDeLjs,33,13493
spotify:artist:0USh2zLOFGDKyRBZRPE7iL,45,43735
spotify:artist:0USu267KXIgx4OKwhU9n5D,27,628
spotify:artist:0USyJR22pyI6jn80U96gmJ,16,3481
spotify:artist:0UTAPE8D8Rzeq3oVRpJyj9,33,3333
spotify:artist:0UTbeMH3r0QJB50wYA4VTE,2,5866
spotify:artist:0UTqxj6LLPRyGqk81dt3MB,0,30
spotify:artist:0UTzLuwz9RvFOCnwAZjUxn,60,294770
spotify:artist:0UUErweJscAbuxMmVo8MON,43,57177
spotify:artist:0UUiNe399XY6xl116DbUOn,26,214
spotify:artist:0UV1gZRx5rxnptMwUtFRqQ,26,32
spotify:artist:0UVAZyXEb9oOZIDiLyJdPN,8,227
spotify:artist:0UVISIZtASrGYL3975rp6w,24,5232
spotify:artist:0UVUeT2PfbKCcw5CvgEOoX,17,474
spotify:artist:0UVbCcNJ7xNvJ55Zq2YwrN,51,1266
spotify:artist:0UVthdD1eqqsoNLX9ek4Xb,37,12308
spotify:artist:0UW9Tl5qFmdPL4U9sTVHZo,33,25107
spotify:artist:0UWZUmn7sybxMCqrw9tGa7,77,4310228
spotify:artist:0UWcqw0d5yZZXcIWUCtDwE,22,671
spotify:artist:0UWgEdhywZEON8EtIBYGoL,42,4207
spotify:artist:0UXi91La4FUOmdfH5X4pIG,50,68
spotify:artist:0UXy6wqMmVQ7PIWFNSXqdk,30,18761
spotify:artist:0UXyLRUQ3iE8obGNrGvMWT,30,5703
spotify:artist:0UYzG03DK6Tz6J6CzIz7dy,17,3055
spotify:artist:0UZ1nu3kcdNlCoiKRjmSSY,56,236875
spotify:artist:0UZq6vAHrwGgctvxTzzxYm,55,241841
spotify:artist:0UaQ3qnMEuBWsPnbKWJo8V,43,31
spotify:artist:0Ubo1fKmsKmf8A8D2kh16r,8,2452
spotify:artist:0Ubwys57KYxRrHMazmV4f2,32,1337
spotify:artist:0UcCuYO0BxHn8HZjDF4tSB,29,5605
spotify:artist:0UcJmGa2mGDMpQn2A8Aa35,18,69
spotify:artist:0UceUnL9JA6LxrNI1ZKF7o,14,39
spotify:artist:0UdoKjWIe3tHyiqc4qT3Oz,48,462717
spotify:artist:0UdtexVQoBH5XHUwGEkCZO,31,449
spotify:artist:0UduPtVe7CeTtcho0OWMFK,7,408
spotify:artist:0Ue0VWmaybjJo2MykZRGCM,45,81
spotify:artist:0UeKDbiaApyP7qKfcmGN03,48,25771
spotify:artist:0UeVxCKyBypjQvDCT889zt,42,35516
spotify:artist:0UerER0nccijlpv1VMVkxL,40,88
spotify:artist:0UfCWBHRcFM2ZqmnjkmJV9,34,991
spotify:artist:0Ug6OsFk2B0mLvXrpmpRs6,37,118934
spotify:artist:0UgXreUU7jqdUlofHodlWq,0,1
spotify:artist:0UhZNijlfD9zzhGHEcB1Zk,2,350
spotify:artist:0UhoQNnkPW0PHvosLIOG7i,12,1493
spotify:artist:0UirLOZvkWWLoWe93BEFjK,39,16995
spotify:artist:0UizQYD2qphg8nfPOdeOdX,35,7847
spotify:artist:0Uj2XBKJsuZZsf5xSEPfmS,23,2185
spotify:artist:0Uj2hge2fxypJ7f4ik6lpr,38,59338
spotify:artist:0Ujx9OMRc595IoVDwlwiKF,32,45
spotify:artist:0Ul1jjMm9lff8uw7AMbbKr,8,40
spotify:artist:0UlJsGLP9pDLfiUGPOhJwi,25,20370
spotify:artist:0Um9Obps5KGnNcqAHfXdBv,40,130469
spotify:artist:0UmBaQJflaHddKtf1lrA6F,52,267461
spotify:artist:0UmSf9lDFeavYgD65VrtHs,29,1799
spotify:artist:0UmcqMDiiyihc3KMXvGwWb,35,12284
spotify:artist:0UmmA9ABV5Qh6cWDvflYaa,18,420
spotify:artist:0Un1afF0WG8Eh94e1NqOEd,32,9721
spotify:artist:0UnBsBrom4chs5rnjRBtIK,34,40272
spotify:artist:0UnCGGUUWaEjZRBB5VLf10,16,3728
spotify:artist:0UnQckJPCkTe2ofiV6syh6,23,5316
spotify:artist:0UntV1Bw2hk3fbRrm9eMP6,63,632479
spotify:artist:0Uo1d5A6BR1I155GlD9WYo,39,60041
spotify:artist:0Uo2L6pJ0ifmUIc00fHElx,35,19245
spotify:artist:0Uo6kyjrbQoZBlcXsMb8Vm,47,240527
spotify:artist:0UoVgyz2m84cvEh9XvWdwr,0,383
spotify:artist:0UoVp3iAlH3KGCV4Cf50re,12,164
spotify:artist:0UoXOPQo2BAZ3pSfkt5XZA,43,47392
spotify:artist:0UoYusnqGbla21PGYGmLfk,28,1196
spotify:artist:0UoYypbEPF5HFitjiZjo5L,25,810
spotify:artist:0UpCHJTp9iC8xQ43AyVDF4,31,16
spotify:artist:0UpSm1PA3K2rIxuflGQ3Ol,26,337
spotify:artist:0Upbj4hHk4d4UJ0HhnVs4F,51,31902
spotify:artist:0UplKQAaI4vQKJ1AheVyE7,19,999
spotify:artist:0Upmz8QvuLAkKAfRlJYWTL,49,168117
spotify:artist:0UpuH5U4nZ3UGGUJi0Zfbp,59,92223
spotify:artist:0Upxnyh9nIUNSOmNE8WF4R,69,19222
spotify:artist:0UqMxO9kSyHpEIuabHrVuw,22,1168
spotify:artist:0UqPgVQCLfkuRbaqXWPkY2,34,877
spotify:artist:0UqtldZFltYMDWnacj9TzS,16,1240
spotify:artist:0UrA452V5vJpCW5ezx0YMP,22,12984
spotify:artist:0UrDI2pvxUUaSgkaSkcpjb,39,11625
spotify:artist:0UrsLfLVUBAbOA8Bt4KJ77,19,79
spotify:artist:0Ut5FcDeEgaM9PM3LvnH6j,35,17868
spotify:artist:0UtqyB9qf6oA6B7SeTjLue,33,15345
spotify:artist:0Uu42xDsS3QBZiVNW9fGqo,28,198
spotify:artist:0UvI3MMq7g6VAcpCxE0l4C,22,536
spotify:artist:0UvgR4VckgdEkBhTOjxwCc,28,24976
spotify:artist:0UvzPNyXaFZtBvI6SCUUtk,23,5476
spotify:artist:0UwVT0iMLLAa9SUNENg4te,49,56013
spotify:artist:0UyHJ2JEmDdl7xpVnF0r3H,26,238
spotify:artist:0UyLL1W8wULpgrTJWByZJU,14,891
spotify:artist:0UyhOIzQ8yAuLmVlEw1Lo5,37,1709
spotify:artist:0Uz2jjlCiSOpsxSD7qOEB0,38,153
spotify:artist:0V0TEffOhc8TSKqNyC0sjr,55,7448
spotify:artist:0V0TbicIQ6nqAWy13mR4BH,44,10191
spotify:artist:0V0VNxLAmU4j1caUNW477Z,37,2873
spotify:artist:0V0hHxNVJTPFR0kNrxgsxL,1,358
spotify:artist:0V0sBmLU6Av8cJGRcQCKSW,11,25
spotify:artist:0V10XqRWsn8EGBwzCVAE7V,60,77238
spotify:artist:0V1EXFlRy3LeOKB07YJucI,39,16113
spotify:artist:0V1Q4k9X1xSKiF9JVzRof1,45,477
spotify:artist:0V1x9YKkk9zGzoswiTxx2h,22,1001
spotify:artist:0V208yTQ5OGOUBZuszu6Fn,50,91989
spotify:artist:0V242PM3QFALRmtAjF7S9U,0,28
spotify:artist:0V2TzRR7BczSNMxDyCIL1J,28,10792
spotify:artist:0V2fyT9oYJQdsePL7VrfwL,12,3209
spotify:artist:0V2oXYR7DtrZAEFeILRW2r,74,1191693
spotify:artist:0V3UPrVVcCxIxQU43xYDxC,50,391878
spotify:artist:0V43fejDDw4vNaPJt2y8g1,24,12852
spotify:artist:0V4YVmGQb4essIbj8VMGPS,43,7015
spotify:artist:0V4fAktrp2psvXpQb2KSWh,29,18961
spotify:artist:0V5fufKzpg7pYOlkeEH6gy,37,1235
spotify:artist:0V5kg0atIDUqREpPUb6Orm,30,808
spotify:artist:0V5ticEMGnPcooC0g7B20a,13,232
spotify:artist:0V6723KAZirERuoJfHRJsB,0,52
spotify:artist:0V6JbLBp9bNDCo5WsNyZqK,20,1775
spotify:artist:0V6tfevNowzUPFTrEQTJE8,22,9425
spotify:artist:0V6zo2mJw9FdwWLClKC9yw,42,44837
spotify:artist:0V7Jbo9bCYofYcF3hj83bS,2,107
spotify:artist:0V7uVrIYr4FwFvUN9S4kYr,52,93047
spotify:artist:0V8dBTheanSubEjlU0dlvf,27,779
spotify:artist:0V8tQXWkKPD5SxsB2moGew,56,124904
spotify:artist:0V8xaun2So5GLeMAC0fpbW,20,9678
spotify:artist:0V8zk3mDbTH54fs1bdqx8y,28,4318
spotify:artist:0V9LJ15XYAo6LQ6diLLybP,0,0
spotify:artist:0V9oHfk0CZIiedKP4TSTBL,45,87186
spotify:artist:0V9wlUP5btPS9oDmGHvKUr,19,1123
spotify:artist:0VAO3FEhPxiR9e1nAlFzbr,27,4046
spotify:artist:0VAi29fY5vHksWt1CJm2NW,4,22
spotify:artist:0VAkQ2wKriPOL2UnoJfWdm,13,645
spotify:artist:0VAtVtLqy9yc9gKx9Auslc,8,4301
spotify:artist:0VB1seSRe8CTJZAFosZZVC,30,5826
spotify:artist:0VBTK0YDK2t00EkRFzilAf,20,4493
spotify:artist:0VCCe0lYR8YZwoedxemmJe,34,267
spotify:artist:0VCdFnUDF3uztrIR53Jtsk,33,477
spotify:artist:0VCf4hjBKWDodCDO7U8yJO,14,1978
spotify:artist:0VCoyPtLDeOvxwvHeCX7Jx,35,1524
spotify:artist:0VCvyoaiTuhKsVSGlcV3Er,27,565
spotify:artist:0VD8vX2wvCYYD0SMFCZeRR,53,127291
spotify:artist:0VDFAl1Qwl9UI4azIiQHCN,23,664
spotify:artist:0VDLzsaE4GJgrfnfAIi7fZ,7,76
spotify:artist:0VEN6k2yg8hCRyBHesHWSL,23,8780
spotify:artist:0VEXjsf3JyYFipCgZ2P8Fp,33,90
spotify:artist:0VEYLlS75s0mdIznsxmwqf,35,22852
spotify:artist:0VEagJ0UqJuUWdavha1i47,0,677
spotify:artist:0VEyOGSIOChZJa2Di3auGm,39,3480
spotify:artist:0VEzhZrWBCaoufAiZkjX3G,47,35234
spotify:artist:0VG3jBtRm8GbFcIU7M4M7m,35,42
spotify:artist:0VGAbfIRRpVSMmDHPHVppe,35,1497
spotify:artist:0VGk9bh87gZ0dZx5N6UBmd,4,52
spotify:artist:0VHLAWSe17V1pfBhwpq648,10,242
spotify:artist:0VHY3elnwBIM0w4VxT7NPz,29,5673
spotify:artist:0VHiJRTgHZoysgS3JUYt5O,0,620
spotify:artist:0VI5poXvvDVFaIPdL7M4rY,40,26085
spotify:artist:0VISYjYCuvvav6cKEgyfGa,26,3948
spotify:artist:0VIiIxTNLeJOPoMLabwNtr,58,117014
spotify:artist:0VIirSiRRQCS7a4YHDxXdl,2,27
spotify:artist:0VIpOJKQgRWdlBhePFUOpd,24,115
spotify:artist:0VJDik3H25BRfZOZv6blqn,0,26
spotify:artist:0VJePSpgCmiXyZXJuM1qNM,24,442
spotify:artist:0VKHhe8jcIZjHasdR1pPqb,14,115
spotify:artist:0VKTLKamj4IH8OfQbUL0kq,49,436674
spotify:artist:0VKbiVpwffvHMYEVbmo570,20,1567
spotify:artist:0VKh7CQDi9MkUvaBMoK1V0,73,3046147
spotify:artist:0VKtCPMwNM0CrNoMyBLtu5,30,3035
spotify:artist:0VKuugYO6uuSOCGO62vk0M,41,16915
spotify:artist:0VLBsVfOThyVZU94tW3qJ4,14,865
spotify:artist:0VN4x01SCzLmIMFzuPzAKU,26,39
spotify:artist:0VN7mz2rIvpw0FOvZV6p25,38,5982
spotify:artist:0VNWuGf8SMVU2AerpdhMbP,49,246265
spotify:artist:0VOR7Ie9xUSb45fzIIVJQ1,51,168353
spotify:artist:0VOVryYCyBXjWPxvVHwHml,20,531
spotify:artist:0VQKssIfRKfSd7IfW3JIP1,38,89914
spotify:artist:0VQxKhG5uvT0gIDqAuyl4L,29,1738
spotify:artist:0VQyg9uHH9H7Ncn4BYRarq,36,1472
spotify:artist:0VRKTtCSFNvoGRjwt2Q7oG,28,77
spotify:artist:0VRVyPtWiWCG1eRjajBiph,8,2656
spotify:artist:0VRj0yCOv2FXJNP47XQnx5,81,6474849
spotify:artist:0VRl6Igiwoo5lNuFE3tAMS,36,617
spotify:artist:0VSM8D7ibtXjJgukfVR0eZ,57,76687
spotify:artist:0VSgciOd32tP2Yna1w4vDr,47,149925
spotify:artist:0VSi6lAB9txdaW5VEmIx9b,37,40788
spotify:artist:0VSt9azgjBhQlNlSlySE7M,34,3761
spotify:artist:0VTTjIDru3vJBAJnjYW0Np,11,115
spotify:artist:0VUeSHZjbneQ8Ti7whkL9A,52,92755
spotify:artist:0VVKg6krYM45eGuevSlcRk,47,47437
spotify:artist:0VVfeAF66rSXe5NcSLuTs7,30,8092
spotify:artist:0VVnWF3KNaa5O7ESohKhAx,48,157568
spotify:artist:0VWBw0F5CvBFM9xEqbfhDg,29,7169
spotify:artist:0VWRnZD21hUtN1KsvwHuif,16,465
spotify:artist:0VWoer2RDTKY4Sr9U93QTJ,50,14797
spotify:artist:0VWvUvjaHaW1OeXtcVISu9,50,21961
spotify:artist:0VX4MyYhvKRtU1AZUVGLUZ,46,181694
spotify:artist:0VXG44vdmNhcTCipc2Iz3Z,38,22326
spotify:artist:0VXIHedVXbcMmhODEgb2A2,21,23
spotify:artist:0VXSswAMDSlObSftPEkPqL,47,1281
spotify:artist:0VYArkTqXDN4i9o9JOq5by,3,1198
spotify:artist:0VYt8sIrhLaI1J5XBw4Ez5,56,239
spotify:artist:0VZrPa7mWAYXH4CwmYk8Km,71,2552549
spotify:artist:0VaCOtKG226cWSr9GQVeeN,31,16402
spotify:artist:0VaWhLknBauuZVMjgiZbQL,38,875
spotify:artist:0Vb15td3iKkAzdGD5Sj9Ky,61,391276
spotify:artist:0VbDAlm2KUlKI5UhXRBKWp,53,61864
spotify:artist:0VbUbw58jB5hpnWdWMB3AJ,37,17186
spotify:artist:0Vbi2uAgvswAUYqGM2R6GU,10,133
spotify:artist:0VbtQCtIMBFUlyUQFU1W2i,12,311
spotify:artist:0VcBQU4YIJHE6HwCy2Nu4M,2,1494
spotify:artist:0VcWUiBe3sJ7tqkZejkQvd,34,23803
spotify:artist:0VcpOwnjkQaqDeEiVa9cu5,45,15139
spotify:artist:0Vd8YQz8TYk2vSKEYVvIgL,52,45391
spotify:artist:0VdHLIpwEgzFgTOir6MNCs,29,1074
spotify:artist:0VdoLGGpWcDZnzep6SSTdP,41,196764
spotify:artist:0Vdv0pEg0SwdqoEbpP3MJ1,44,63451
spotify:artist:0VdvKOqSXiZfCI3ti5ig0N,0,77
spotify:artist:0Ve1sk7tcGsb7ZVsp4o8GG,29,13300
spotify:artist:0VeT7hHTJFJZcENGekjCsB,53,78489
spotify:artist:0VevbPTec9d8audiahBL3f,35,3836
spotify:artist:0Vf18qsd31ZpcAiHuFvig1,45,2637
spotify:artist:0VfR6LlizxjrWvFe8WL9bG,28,175
spotify:artist:0VflNd8JFiT1BiizhK5yOk,31,8142
spotify:artist:0Vg2GA2WmLIPXILz95CS03,29,9327
spotify:artist:0VggbrsHmboYkwd8tIfskn,16,890
spotify:artist:0VhJq7JgGP0BkswNCZqZHB,27,7400
spotify:artist:0VhPkEtUabZSNqhrd1ujf2,50,21347
spotify:artist:0ViZR0HNFVuBTDP8ZyurRD,12,1193
spotify:artist:0VijmgKPGaaOsmM6jWgbQJ,38,1033
spotify:artist:0VitAFMCI2apQxKzDjg1PU,55,158793
spotify:artist:0VjIV24hNNraRNM265WhXB,31,3888
spotify:artist:0VjbyKtKmCrkcfcWNHrQ0q,23,330
spotify:artist:0Vk0t5vDLM69GHthqkKIea,39,3931
spotify:artist:0VkQgzGZUmazUc7ouT5S79,45,44350
spotify:artist:0VkQxm6BXV8KqEFmUpg5Lu,47,14739
spotify:artist:0VkRky5og1A8kwViWuyeOl,24,9
spotify:artist:0VkWDV0Bfd0EkXvaKAXUTl,55,31546
spotify:artist:0VkkYZbmSXa7DLcNFsRver,38,20054
spotify:artist:0VkwWpbd5pxXBYZu3ns9N0,43,969
spotify:artist:0Vl8HhdQAUi6sJfNQuZHQL,19,7627
spotify:artist:0Vll0SNLozOGHbfHbjY4pv,35,20422
spotify:artist:0Vlmd7EoPBafidL6qh58hX,5,181
spotify:artist:0VluRa9xSnSeZYfYoy9q15,30,15098
spotify:artist:0VlzkyVl1VwpMFTG8sRPhj,24,2059
spotify:artist:0VmNx70MpaeTxBkhBavrVu,24,8400
spotify:artist:0VmYiMeoVRP5bSkfBs0PSR,24,1031
spotify:artist:0Vmc1RPFytcTqBGLhwobLE,36,3874
spotify:artist:0Vo614yFlepUdpdbkggrmC,35,33969
spotify:artist:0VocNHCBQ7Mzn9jNOmuSmz,49,44438
spotify:artist:0Voo6nIodCoqVzS8LlEKX7,15,1483
spotify:artist:0VovWkTz0WMOVbVTYcU6MF,11,339
spotify:artist:0Vox2K7dpTsHq004KMQiuJ,20,1069
spotify:artist:0Vox8heTmJmiut8fVuCrl9,53,373
spotify:artist:0Vp0c1jhi9hhObWwfeGt5H,6,756
spotify:artist:0Vp26EZ6tkXjxmqzABrs5T,37,2225
spotify:artist:0Vpv5NQP45aoAwj2XvWowr,37,20338
spotify:artist:0Vpz3awV4yntr1jCRY7QTm,20,1893
spotify:artist:0VqJzfntEbQjjuCWyDfpZa,0,3668
spotify:artist:0VqOF7sdpUYIjfUw60ZEnc,19,206
spotify:artist:0VqT7CT476oY2IK2CNETQB,44,1579
spotify:artist:0Vr0xxcbllx4JWHHxio088,39,23024
spotify:artist:0VrWyZeTXQTSfcNCrtiKfS,8,68
spotify:artist:0VrvpayEoQOjiRkZQcLX2R,13,9927
spotify:artist:0VtFgBF5unURUMCDftu2Vp,26,3
spotify:artist:0VtUo7KpkeFx3zwTmSwNQl,37,18526
spotify:artist:0Vtci6B7MlutMO9p2yyYMH,29,942
spotify:artist:0VthkLm2bGcqRnd0SrKxd6,21,3047
spotify:artist:0Vu4A064M7J86SoMA0nrJH,41,9556
spotify:artist:0VuWZqF7gNIfpKNS8kru2w,31,1489
spotify:artist:0VvTc0cpuq38K7Gqdg7hjm,31,10975
spotify:artist:0Vvc9IZCESWE7HOhYvJ7yE,42,18572
spotify:artist:0VvrkPoertmEH3SJDw129Z,34,5678
spotify:artist:0Vw76uk7P8yVtTClWyOhac,66,1496520
spotify:artist:0Vw84RmNTx0QJY2xKfJjMs,45,24520
spotify:artist:0VwClVMJ1PswcAghiIbHnZ,1,212
spotify:artist:0Vwvusnsp9RbUNQa7mwM8c,3,0
spotify:artist:0VxJIeWiVEKVinnkusea8P,29,18241
spotify:artist:0Vxqvpm9tpZcz6d4egDtjX,57,65869
spotify:artist:0VyBEG8eC2lpv4UOXrUBz4,1,11
spotify:artist:0VyH9dQs9EjYeyy80mZyRH,10,192
spotify:artist:0VyNiaUWxot9V0efpoi0qt,26,87287
spotify:artist:0VyOgubdcDnrJ0AWL2TRDN,38,35972
spotify:artist:0VyTbC31dnoiKg02B3PQaL,18,1881
spotify:artist:0VyhYyWWF5yYomHQR4hCMl,37,24689
spotify:artist:0Vyn7LSfVVW2ZVZHrXkTXS,3,395
spotify:artist:0Vyyyggh3HAUVLxcD4EKLC,54,2680
spotify:artist:0Vz0vgVrclNJlHBLrgjklY,35,57884
spotify:artist:0VzF0TRE4XHQiTqDrEmvW1,40,9255
spotify:artist:0VzFYfDDwb79K5TVr5z0JZ,30,13412
spotify:artist:0VzXnkUTwKDYznbgEvn3Ca,55,1115
spotify:artist:0VzwesVsEMjYDaMrrdukam,46,3885
spotify:artist:0W03t1E2FUo9WAMBwhntuL,50,19655
spotify:artist:0W0gghXxDYUpmjMc0lHXQg,25,22873
spotify:artist:0W0kuKgO5dLKxBOZUU2erM,40,26196
spotify:artist:0W0vripYNU4cqxy3abRYuO,35,1431
spotify:artist:0W16deL9Q18SHJRHnoL0s3,0,55
spotify:artist:0W1EfnztQTHuv03MuMzWPe,56,329657
spotify:artist:0W1Rb8JlinMAExLtluwWxr,44,35247
spotify:artist:0W1X2uiwKms9tc82awFLev,5,462
spotify:artist:0W1atZRo3p6T25yU1gMvpq,29,51
spotify:artist:0W1m3MMY33283949YlU2bD,42,124490
spotify:artist:0W2BSNBblzlWTk4bD2A9uR,51,15305
spotify:artist:0W2DyPJq5qmJMriMUi00xZ,24,25657
spotify:artist:0W2LWS5PPbVl0f6prrMcoP,41,23678
spotify:artist:0W2XAE5AnBWqcGNhfupEOU,45,132592
spotify:artist:0W2ZH8knJiOzH0ZwXnsgox,45,96153
spotify:artist:0W2x7650Lt2CEIIcLHXmsE,50,237260
spotify:artist:0W2xAxxZVRbIhzn5lLMowt,42,4782
spotify:artist:0W3OdaqjNuW6vVu791IjBE,7,935
spotify:artist:0W3cyXPYApFajrsJKSAcHQ,43,131
spotify:artist:0W3fcsBWeQWnsQMYb9cGuX,3,186
